block_id,ocr_start_sec,ocr_end_sec,ocr_start_time,ocr_end_time,ocr_duration_sec,ocr_duration_min,window_id,speech_start_sec,speech_end_sec,speech_start_time,speech_end_time,speech_duration_sec,overlap_sec,overlap_ratio_of_ocr_block,overlap_ratio_of_speech_window,ocr_theme,ocr_themes_present,ocr_text,speech_theme,speech_themes_present,speech_candidates_present,speech_parties_present,speech_text,speech_source_segments,speech_transition_reason
4,57.0,66.0,00:57,01:06,9.0,0.15,1,60.0,90.0,01:00,01:30,30.0,6.0,0.6666666666666666,0.2,Other/Unknown,,tvi 19 55 | 19 55 | amos derrotar | o pacote,Governo/Partidos,"Governo/Partidos, Greves/Trabalho",,,"Porém, se começamos este sinal nacional com os momentos de alta atenção que se vivem a esta hora na Assembleia da República. Depois de uma manifestação que se iniciou de forma pacífica no rossil a improteste contra o pacote laboral, os anemos exaltaram-se a chegada ao Parlamento. Um grupo de pessoas que vemos agora em imagem começou a remissar objetos em semas, garrafas e pedras contra as escadarias",1,
5,66.0,195.0,01:06,03:15,129.0,2.15,1,60.0,90.0,01:00,01:30,30.0,24.0,0.18604651162790697,0.8,Greves/Trabalho,"Greves/Trabalho, Justiça/Segurança",19 55 | tvi | depro dar | greve geral em todo o país | tvi 19 55 | cresce a tensão na escadaria da assembleia | ânimos sobem de tom em frente à assembleia | tvi 19 56,Governo/Partidos,"Governo/Partidos, Greves/Trabalho",,,"Porém, se começamos este sinal nacional com os momentos de alta atenção que se vivem a esta hora na Assembleia da República. Depois de uma manifestação que se iniciou de forma pacífica no rossil a improteste contra o pacote laboral, os anemos exaltaram-se a chegada ao Parlamento. Um grupo de pessoas que vemos agora em imagem começou a remissar objetos em semas, garrafas e pedras contra as escadarias",1,
9,999.0,1293.0,16:39,21:33,294.0,4.9,34,1050.0,1080.0,17:30,18:00,30.0,30.0,0.10204081632653061,1.0,Greves/Trabalho,"Greves/Trabalho, Transportes/Mobilidade",acessos à capital estavam desimpedidos de manhã | greve transportes paralisados | 20 10 | 20 11 | tvi 20 11 | te de grevi | ete de grev | 111,Other/Unknown,,,,"adequado com o moio, que são realizados durante o dia e só são permitidos a ser realizados a 86. que estão a contrato. Nos aeroportos do impacto foi minimizado pela antecipação que os várias companhias aéreas fizeram da paralisação. Por exemplo, os grupos de tape e sata","14, 15",
9,999.0,1293.0,16:39,21:33,294.0,4.9,35,1080.0,1110.0,18:00,18:30,30.0,30.0,0.10204081632653061,1.0,Greves/Trabalho,"Greves/Trabalho, Transportes/Mobilidade",acessos à capital estavam desimpedidos de manhã | greve transportes paralisados | 20 10 | 20 11 | tvi 20 11 | te de grevi | ete de grev | 111,Other/Unknown,,,,"deram aos passageiros, com bilhete para esta quinta-feira, a possibilidade de alterar em a data das viagens, o que a maioria aceitou, resultado a aeroportos quase vazios. O grupo de tape que é o maior grupo da viação em Portugal, em colher a tape PGA, dos e 83 voos planeados vão se realizar cerca de 60 a 63 que são os serviços mínimos.",15,
9,999.0,1293.0,16:39,21:33,294.0,4.9,37,1140.0,1170.0,19:00,19:30,30.0,30.0,0.10204081632653061,1.0,Greves/Trabalho,"Greves/Trabalho, Transportes/Mobilidade",acessos à capital estavam desimpedidos de manhã | greve transportes paralisados | 20 10 | 20 11 | tvi 20 11 | te de grevi | ete de grev | 111,Transportes/Mobilidade,"Abertura/Manchetes, Greves/Trabalho, Transportes/Mobilidade",,,"Boa noite, Sandra, essas são as quase vazias, com boias na sua maioria supermítulos, esta realidade de um dia marcado por essa greve geral, por esse dia de quase paralização total nos transportes públicos. Os afetos da greve sentiram, sobretudo, na CP, ou todo foram 820 os comboios supermítulos, e este segundo o último balanço, a empresa da conta de",16,
9,999.0,1293.0,16:39,21:33,294.0,4.9,38,1170.0,1200.0,19:30,20:00,30.0,30.0,0.10204081632653061,1.0,Greves/Trabalho,"Greves/Trabalho, Transportes/Mobilidade",acessos à capital estavam desimpedidos de manhã | greve transportes paralisados | 20 10 | 20 11 | tvi 20 11 | te de grevi | ete de grev | 111,Transportes/Mobilidade,"Greves/Trabalho, Transportes/Mobilidade",,,"uma adesão à greve de mais de 70, e 6% sendo que a mesma CP garantiu aqueles clientes que tenham comprado bilhetes para serviços de longo curso, ou regionais, têm direito a um riambol total do valor do bilhete, ou a oportunidade de trocar de forma gratuita para um convoy da mesma categoria e classe. Mas foi claramente um dia de grandes constrangimentos, sobretudo, aqui na parte da CP, na parte da linha ferro-aviar, e em",16,
9,999.0,1293.0,16:39,21:33,294.0,4.9,39,1200.0,1230.0,20:00,20:30,30.0,30.0,0.10204081632653061,1.0,Greves/Trabalho,"Greves/Trabalho, Transportes/Mobilidade",acessos à capital estavam desimpedidos de manhã | greve transportes paralisados | 20 10 | 20 11 | tvi 20 11 | te de grevi | ete de grev | 111,Greves/Trabalho,"Greves/Trabalho, Transportes/Mobilidade",,,"um dia marcado por essa greve geral, e antes depois, a CGTP e a UGT voltaram a paralisar, quase totalmente, o setor dos transportes públicos. Bom, nós","16, 17",
9,999.0,1293.0,16:39,21:33,294.0,4.9,40,1230.0,1260.0,20:30,21:00,30.0,30.0,0.10204081632653061,1.0,Greves/Trabalho,"Greves/Trabalho, Transportes/Mobilidade",acessos à capital estavam desimpedidos de manhã | greve transportes paralisados | 20 10 | 20 11 | tvi 20 11 | te de grevi | ete de grev | 111,Other/Unknown,,,,"te centrarem um grande impacto. Eu diria que mais de 60% dos voos, marcados para hoje, foram cancelados. Ora, no universo de 621 voos aqui, era o porto umberto delgado e, segundo, os últimos dados de anerooportos foram cancelados 394, e nove de eles cancelados em cima da hora. Os restantes foram cancelados, mas, como havia previo, aos passageiros que poderam escolher entre viajar três",17,
9,999.0,1293.0,16:39,21:33,294.0,4.9,41,1260.0,1290.0,21:00,21:30,30.0,30.0,0.10204081632653061,1.0,Greves/Trabalho,"Greves/Trabalho, Transportes/Mobilidade",acessos à capital estavam desimpedidos de manhã | greve transportes paralisados | 20 10 | 20 11 | tvi 20 11 | te de grevi | ete de grev | 111,Other/Unknown,,,,"dias antes ou três dias, depois houvesse a flexibilidade por parte das companhias aéreas que tentaram minimizar aqui, também que seria o transtorno. Nos passageiros que tinham voos marcados para hoje, mas ainda assim, uma grande adesão contra 194 voos cancelados. Há serviços mínimos para os países de CPLC, de países de língua portuguesa aliás, às 11 e meia de noite, vai ver um voo",17,
9,999.0,1293.0,16:39,21:33,294.0,4.9,42,1290.0,1320.0,21:30,22:00,30.0,3.0,0.01020408163265306,0.1,Greves/Trabalho,"Greves/Trabalho, Transportes/Mobilidade",acessos à capital estavam desimpedidos de manhã | greve transportes paralisados | 20 10 | 20 11 | tvi 20 11 | te de grevi | ete de grev | 111,Internacional,"Saúde, Internacional, Transportes/Mobilidade",,,"para o Brasil e os passageiros estão a chegar aqui ao atrio das partidas do aeroporto umberto delgado, não só para esses países, mas também para a madeira, açores e alguns países da União Europeia, como é o caso, de Bélgica, Luxemburgo e Reino Unido. Catarina Cardoso, com o ponto de situação, nos hospital aliás não era o porto de Lisbo antes, 60% de os voos acabaram por ser","17, 18",
10,1293.0,1335.0,21:33,22:15,42.0,0.7,42,1290.0,1320.0,21:30,22:00,30.0,27.0,0.6428571428571429,0.9,Transportes/Mobilidade,"Greves/Trabalho, Transportes/Mobilidade, Saúde",aviões da tap estacionados no aeroporto | greve transportes paralisados | 20 15 | tvi | tvi 20 15 | 20 16 | wi tv | vi tv,Internacional,"Saúde, Internacional, Transportes/Mobilidade",,,"para o Brasil e os passageiros estão a chegar aqui ao atrio das partidas do aeroporto umberto delgado, não só para esses países, mas também para a madeira, açores e alguns países da União Europeia, como é o caso, de Bélgica, Luxemburgo e Reino Unido. Catarina Cardoso, com o ponto de situação, nos hospital aliás não era o porto de Lisbo antes, 60% de os voos acabaram por ser","17, 18",
10,1293.0,1335.0,21:33,22:15,42.0,0.7,43,1320.0,1350.0,22:00,22:30,30.0,15.0,0.35714285714285715,0.5,Transportes/Mobilidade,"Greves/Trabalho, Transportes/Mobilidade, Saúde",aviões da tap estacionados no aeroporto | greve transportes paralisados | 20 15 | tvi | tvi 20 15 | 20 16 | wi tv | vi tv,Saúde,Saúde,,,cancelados. Vamos agora aos hospitales ver o que se passou na saúde e impacta gravis joalho. Fecham-se sentidos sobretudo na cirurgia de as não urgentes e nas consultas programadas. A Fedoração Nacional dos Médicos fala numa adesão a rondar os 90%.,18,
11,1335.0,1704.0,22:15,28:24,369.0,6.15,43,1320.0,1350.0,22:00,22:30,30.0,15.0,0.04065040650406504,0.5,Educação,"Saúde, Greves/Trabalho, Ambiente/Meteorologia/Proteção Civil, Internacional, Educação",fnam revela adesão à greve a rondar os 90 | greve deixa saúde paralisada | tvi 20 16 | 20 16 | tvi | 2005 | 20 93 | 11700,Saúde,Saúde,,,cancelados. Vamos agora aos hospitales ver o que se passou na saúde e impacta gravis joalho. Fecham-se sentidos sobretudo na cirurgia de as não urgentes e nas consultas programadas. A Fedoração Nacional dos Médicos fala numa adesão a rondar os 90%.,18,
11,1335.0,1704.0,22:15,28:24,369.0,6.15,44,1350.0,1380.0,22:30,23:00,30.0,30.0,0.08130081300813008,1.0,Educação,"Saúde, Greves/Trabalho, Ambiente/Meteorologia/Proteção Civil, Internacional, Educação",fnam revela adesão à greve a rondar os 90 | greve deixa saúde paralisada | tvi 20 16 | 20 16 | tvi | 2005 | 20 93 | 11700,Other/Unknown,,,,vou ter que agora engender novamente para este número e mais nada,19,
11,1335.0,1704.0,22:15,28:24,369.0,6.15,45,1380.0,1410.0,23:00,23:30,30.0,30.0,0.08130081300813008,1.0,Educação,"Saúde, Greves/Trabalho, Ambiente/Meteorologia/Proteção Civil, Internacional, Educação",fnam revela adesão à greve a rondar os 90 | greve deixa saúde paralisada | tvi 20 16 | 20 16 | tvi | 2005 | 20 93 | 11700,Saúde,"Governo/Partidos, Saúde",,,"a isso. F foram estes os relatos um pouco por todo o país. A norte no hospital do San João no Porto, consultas, isamos e analises clínicas foram adiadas. As consultas, seja a nível do hospital, seja a nível dos centros de saúde e a cirurgia programada irá sentir-se. E aqui o grande responsável é Luiz Montenegro, o seu governo que tem sido intransigente nas negociações em geral e também com este",19,
11,1335.0,1704.0,22:15,28:24,369.0,6.15,46,1410.0,1440.0,23:30,24:00,30.0,30.0,0.08130081300813008,1.0,Educação,"Saúde, Greves/Trabalho, Ambiente/Meteorologia/Proteção Civil, Internacional, Educação",fnam revela adesão à greve a rondar os 90 | greve deixa saúde paralisada | tvi 20 16 | 20 16 | tvi | 2005 | 20 93 | 11700,Saúde,"Saúde, Justiça/Segurança",,,"avanço deste pacote laboral. Em Lisbo, as consultas externas no hospital do San João no PZ estavam irreconcíveis esta manhã. Poucos utentes as portas abriram sem auxiliar ao serviço. Em relação aos técnicos auxiliar este saúde, posso dizer que estão a 100%. Inclusivemente, alguns serviços estão contrariamente a aquilo que o Tribunal arbitral de Curtou no nosso entendimento injustamente, há serviços que estão abaixo dos serviços mínimestipelados. No alentejo, o centro do",19,
11,1335.0,1704.0,22:15,28:24,369.0,6.15,47,1440.0,1470.0,24:00,24:30,30.0,30.0,0.08130081300813008,1.0,Educação,"Saúde, Greves/Trabalho, Ambiente/Meteorologia/Proteção Civil, Internacional, Educação",fnam revela adesão à greve a rondar os 90 | greve deixa saúde paralisada | tvi 20 16 | 20 16 | tvi | 2005 | 20 93 | 11700,Saúde,Saúde,,,"saúde do alentejo central em Evro, a Nesse Questre, chegou a abrir aqui a edição foi total.",19,
11,1335.0,1704.0,22:15,28:24,369.0,6.15,48,1470.0,1500.0,24:30,25:00,30.0,30.0,0.08130081300813008,1.0,Educação,"Saúde, Greves/Trabalho, Ambiente/Meteorologia/Proteção Civil, Internacional, Educação",fnam revela adesão à greve a rondar os 90 | greve deixa saúde paralisada | tvi 20 16 | 20 16 | tvi | 2005 | 20 93 | 11700,Saúde,"Abertura/Manchetes, Saúde, Greves/Trabalho",,,"Boa noite, Sandra, vamos então fazer tentar fazer esse retrato do impacto da greve, nesse saúde mais concretamente nos maiores hospitales do país. Comecemos pelo norte. No hospital são João, houve fortes constrangimentos nas consultas externas e",20,
11,1335.0,1704.0,22:15,28:24,369.0,6.15,49,1500.0,1530.0,25:00,25:30,30.0,30.0,0.08130081300813008,1.0,Educação,"Saúde, Greves/Trabalho, Ambiente/Meteorologia/Proteção Civil, Internacional, Educação",fnam revela adesão à greve a rondar os 90 | greve deixa saúde paralisada | tvi 20 16 | 20 16 | tvi | 2005 | 20 93 | 11700,Saúde,Saúde,,,"analisclínicas adiadas. Segundo a federação nacional dos médicos, houve uma visão de cerca de 90%. Já em Lisboa, segundo a mesma federação, os números foram exatamente os mesmos. No entanto, tivemos o hospital que nos deu conta de outros números. Nos médicos, a deção foi de 30% em fermeiros cerca de 60% e técnicos e auxiliares de saúde foi cerca de 50%.",20,
11,1335.0,1704.0,22:15,28:24,369.0,6.15,50,1530.0,1560.0,25:30,26:00,30.0,30.0,0.08130081300813008,1.0,Educação,"Saúde, Greves/Trabalho, Ambiente/Meteorologia/Proteção Civil, Internacional, Educação",fnam revela adesão à greve a rondar os 90 | greve deixa saúde paralisada | tvi 20 16 | 20 16 | tvi | 2005 | 20 93 | 11700,Saúde,Saúde,,,"Um exemplo visto, ou seja, nem tudo correu bem. Um exemplo disse foi que os médicos tiveram de sair dos seus gabinetes e irá sala de esperar a chamar os pacientes. Em Dacin, como todos sabemos, a saúde é um setor que tem que garantir os serviços mínimos, foram assegurados. O urgência, transporte, trantamentos ou oncológicos foram assegurados. A manhã, certamente saberemos números mais concretos deste agredo",21,
11,1335.0,1704.0,22:15,28:24,369.0,6.15,51,1560.0,1590.0,26:00,26:30,30.0,30.0,0.08130081300813008,1.0,Educação,"Saúde, Greves/Trabalho, Ambiente/Meteorologia/Proteção Civil, Internacional, Educação",fnam revela adesão à greve a rondar os 90 | greve deixa saúde paralisada | tvi 20 16 | 20 16 | tvi | 2005 | 20 93 | 11700,Educação,Educação,,,"que não acontecia desde 2003. Feita que também a Ronda, porque o que se passou nos hospitales do país, vamos ver como reajou a educação. As escolas são sempre um dos setores mais sensíveis, sempre que há uma agreda de jovens. Aliás, muitos pais acabam também por adorar a agreda. Uma vez, não tem lugar para deixar os filhos. Assija-te a pedis que a paralisação de hoje encerrou mais de 170 escolas.","21, 22",
11,1335.0,1704.0,22:15,28:24,369.0,6.15,52,1590.0,1620.0,26:30,27:00,30.0,30.0,0.08130081300813008,1.0,Educação,"Saúde, Greves/Trabalho, Ambiente/Meteorologia/Proteção Civil, Internacional, Educação",fnam revela adesão à greve a rondar os 90 | greve deixa saúde paralisada | tvi 20 16 | 20 16 | tvi | 2005 | 20 93 | 11700,Greves/Trabalho,"Governo/Partidos, Educação, Greves/Trabalho",,,"A greve fez sentir-te de que maneira, nem de coação, milhares de alunos ficaram sem aulas, e ali as boas, muitas escolas encerradas, foi a marquesa de Alorna, onde o aviso chamava atenção para uma possível nova paralização esta sexta-feira, devido a greve da função pública. A exigência é clara, os trabalhadores rejeitam as alterações, alê, laboral. As vezes as relações são simples. É retirada de pacote laboral de cima da mesa. O governo tem que perceber que a resposta dos trabalhadores ao ataque que",23,
11,1335.0,1704.0,22:15,28:24,369.0,6.15,53,1620.0,1650.0,27:00,27:30,30.0,30.0,0.08130081300813008,1.0,Educação,"Saúde, Greves/Trabalho, Ambiente/Meteorologia/Proteção Civil, Internacional, Educação",fnam revela adesão à greve a rondar os 90 | greve deixa saúde paralisada | tvi 20 16 | 20 16 | tvi | 2005 | 20 93 | 11700,Other/Unknown,,,,"está em curso, é uma resposta de exigência de mudança de política. O que está em causa é um ataque sem precedentes aos direitos do mundo do trabalho, atacando o trabalho, atacam a vida cotidiana da grande maioria das pessoas.",23,
12,1704.0,1845.0,28:24,30:45,141.0,2.35,57,1740.0,1770.0,29:00,29:30,30.0,30.0,0.2127659574468085,1.0,Educação,"Educação, Greves/Trabalho",profissionais de educação são contra a reforma laboral | greve ensino paralisado | tvi 20 22 | 20 22 | cristina peixoto i sindicato dos trabalhadores de apoio educativo | profissionais de educação são contra a reforma laboras | rita mendonça i tvi jornalista | profissionais de educação são contra a reforma labora,Educação,"Abertura/Manchetes, Educação, Greves/Trabalho",,,"Boa noite, Sandra Irat, pendeira da desão para a greve que está convocada para amanhã por vários sindicatos imperentes ligados à função pública que poderá abranger no nosso professor, mas também auxiliares de educação e outros funcionários como, por exemplo, dos refeitórios essenciais para que se mantenham funcionar a suas escolas. E por isso, já vários escolas alertaram os pais para que amanhã pudrá ser mais um dia de constrangimento. Nós",24,
12,1704.0,1845.0,28:24,30:45,141.0,2.35,58,1770.0,1800.0,29:30,30:00,30.0,30.0,0.2127659574468085,1.0,Educação,"Educação, Greves/Trabalho",profissionais de educação são contra a reforma laboral | greve ensino paralisado | tvi 20 22 | 20 22 | cristina peixoto i sindicato dos trabalhadores de apoio educativo | profissionais de educação são contra a reforma laboras | rita mendonça i tvi jornalista | profissionais de educação são contra a reforma labora,Greves/Trabalho,"Economia/Proteção Social, Educação, Greves/Trabalho",,,"estamos junto. Uma das escolas que hoje teve a serrada aqui em Viseu, a escola básica João de Barros. A desão aqui foi massiva hoje. A manhã, logo que se verá, qual será a desão destes sindicatos que mantém este pré-aviso de greve para amanhã. Por exemplo, o sindicato independente dos trabalhadores de organismos públicos e apoio social. Tem este greve de gratada para amanhã. A abranger de trabalhadores que estão",24,
12,1704.0,1845.0,28:24,30:45,141.0,2.35,59,1800.0,1830.0,30:00,30:30,30.0,30.0,0.2127659574468085,1.0,Educação,"Educação, Greves/Trabalho",profissionais de educação são contra a reforma laboral | greve ensino paralisado | tvi 20 22 | 20 22 | cristina peixoto i sindicato dos trabalhadores de apoio educativo | profissionais de educação são contra a reforma laboras | rita mendonça i tvi jornalista | profissionais de educação são contra a reforma labora,Greves/Trabalho,"Educação, Greves/Trabalho",,,"em vários setores que estão ligados à administração pública de alguma forma, como seja de forma direta ou indireta através do Estado, que se mantenham, que amanhã também poderão adquirir, é esta greve. Sabemos que poderá não só afetar escolas como também outros serviços públicos que estão ligados ao setor do Estado. E, enfim, mais uma vez, o pacote laboral que está a motivar este segundo dia de protesto que",24,
12,1704.0,1845.0,28:24,30:45,141.0,2.35,60,1830.0,1860.0,30:30,31:00,30.0,15.0,0.10638297872340426,0.5,Educação,"Educação, Greves/Trabalho",profissionais de educação são contra a reforma laboral | greve ensino paralisado | tvi 20 22 | 20 22 | cristina peixoto i sindicato dos trabalhadores de apoio educativo | profissionais de educação são contra a reforma laboras | rita mendonça i tvi jornalista | profissionais de educação são contra a reforma labora,Educação,Educação,,,amanhã poderá voltar a afetar o setor de educação e todo o setor ligado à administração pública.,24,
13,1845.0,2133.0,30:45,35:33,288.0,4.8,60,1830.0,1860.0,30:30,31:00,30.0,15.0,0.052083333333333336,0.5,Greves/Trabalho,"Greves/Trabalho, Economia/Proteção Social",greve deixa país paralisado | tvi 20 25 | tvi greve deixa país paralisado | adesão de 70 nos ctt em cabo ruivo | erviço publico postal e de telecomunicaç | 20 25 | adesão de 70 nos ctt em cabo ruiv | piquete de greve,Educação,Educação,,,amanhã poderá voltar a afetar o setor de educação e todo o setor ligado à administração pública.,24,
13,1845.0,2133.0,30:45,35:33,288.0,4.8,63,1920.0,1950.0,32:00,32:30,30.0,30.0,0.10416666666666667,1.0,Greves/Trabalho,"Greves/Trabalho, Economia/Proteção Social",greve deixa país paralisado | tvi 20 25 | tvi greve deixa país paralisado | adesão de 70 nos ctt em cabo ruivo | erviço publico postal e de telecomunicaç | 20 25 | adesão de 70 nos ctt em cabo ruiv | piquete de greve,Economia/Proteção Social,"Economia/Proteção Social, Greves/Trabalho",,,"De acordo com a Comissão do Trabalhador, a visão agrave foi superior a 60% e nas empresas ao redor da fábrica, o vacaos que chegaram aos 90%. Sobimos até Castelo Branco na covelha numa das principais empresas do produção de tais 6 no primeiro turno que começou às 6 e meia da manhã deveriam ter entrado ao serviço 200 pessoas entraram 75. Ficamos muito contentes",25,
13,1845.0,2133.0,30:45,35:33,288.0,4.8,64,1950.0,1980.0,32:30,33:00,30.0,30.0,0.10416666666666667,1.0,Greves/Trabalho,"Greves/Trabalho, Economia/Proteção Social",greve deixa país paralisado | tvi 20 25 | tvi greve deixa país paralisado | adesão de 70 nos ctt em cabo ruivo | erviço publico postal e de telecomunicaç | 20 25 | adesão de 70 nos ctt em cabo ruiv | piquete de greve,Greves/Trabalho,Greves/Trabalho,,,"porque é uma empresa onde as graus é muito difícil, o 7 orteis de ele resofre muitas porções por partes chefias e das entidades patronais e já ficamos muito contentes com esta adesão e este pacote laboral afeta muitos trabalhadores e os trabalhadores tiveram a consciência do quanto o Ziaf Fetar e daí esta adesão agrave. que foi entre os 65 e os 70% pelo menos no turno da manhã. Já os patrões têm um entendimento","25, 26",
13,1845.0,2133.0,30:45,35:33,288.0,4.8,65,1980.0,2010.0,33:00,33:30,30.0,30.0,0.10416666666666667,1.0,Greves/Trabalho,"Greves/Trabalho, Economia/Proteção Social",greve deixa país paralisado | tvi 20 25 | tvi greve deixa país paralisado | adesão de 70 nos ctt em cabo ruivo | erviço publico postal e de telecomunicaç | 20 25 | adesão de 70 nos ctt em cabo ruiv | piquete de greve,Economia/Proteção Social,"Governo/Partidos, Economia/Proteção Social, Educação, Greves/Trabalho, Transportes/Mobilidade",,,"diferente, a confederação empresarial de Portugal garante que não há empresas paradas e que a economia real está funcionar. Na mesma linha do governo, a SIP diz que as faltas dos trabalhadores ou se lam entre os dois e os três por cento que se devem sobretudo a dificuldades com os transportes públicos e o encerramento de escolas do que propriamente coadam a greve. De qualquer modo, as imagens falam por si e são muitos. Milhares, os que dizem não, ao pacote laborado.",26,
13,1845.0,2133.0,30:45,35:33,288.0,4.8,66,2010.0,2040.0,33:30,34:00,30.0,30.0,0.10416666666666667,1.0,Greves/Trabalho,"Greves/Trabalho, Economia/Proteção Social",greve deixa país paralisado | tvi 20 25 | tvi greve deixa país paralisado | adesão de 70 nos ctt em cabo ruivo | erviço publico postal e de telecomunicaç | 20 25 | adesão de 70 nos ctt em cabo ruiv | piquete de greve,Saúde,"Saúde, Educação, Greves/Trabalho",,,"A manhã é greve de alguns sindicatos da função pública, e também terá impacto nos hospitais. Já vimos o que é previsível acontecer nas escolas. Vamos agora até o encontro do António para ir a González, que está no hospital de Leiria, Boanói, António. Já se consegue fazer um retrato do que é possível acontecer nos hospitais amanhã. Vamos esperar, o Leiria não esteve, digamos, muito afetado pela greva, obviamente foi afetado durante o dia","27, 28",
13,1845.0,2133.0,30:45,35:33,288.0,4.8,67,2040.0,2070.0,34:00,34:30,30.0,30.0,0.10416666666666667,1.0,Greves/Trabalho,"Greves/Trabalho, Economia/Proteção Social",greve deixa país paralisado | tvi 20 25 | tvi greve deixa país paralisado | adesão de 70 nos ctt em cabo ruivo | erviço publico postal e de telecomunicaç | 20 25 | adesão de 70 nos ctt em cabo ruiv | piquete de greve,Saúde,"Saúde, Greves/Trabalho",,,"de hoje, mas quantas perspectivas para este dia da manhã, tenho comigo o presidente do Conselho da Administração do Tocque Manual Carvalho, o que que espera a o anúncio do greve da prea anunciado por alguns sindicatos, o que que espera aqui para o hospital de Leiria, concretamente. Bom, o que eu posso dizer é que a gente os resultados de edades são a gréva aqui na nossa instituição. O valor do global foi de 41%, com setor de informagem com 33% de edição e os médicos","28, 29",
13,1845.0,2133.0,30:45,35:33,288.0,4.8,68,2070.0,2100.0,34:30,35:00,30.0,30.0,0.10416666666666667,1.0,Greves/Trabalho,"Greves/Trabalho, Economia/Proteção Social",greve deixa país paralisado | tvi 20 25 | tvi greve deixa país paralisado | adesão de 70 nos ctt em cabo ruivo | erviço publico postal e de telecomunicaç | 20 25 | adesão de 70 nos ctt em cabo ruiv | piquete de greve,Saúde,Saúde,,,"50%. Foram garantidos a serviços mínimos, não ouvo qualquer realmente de constrangimento aqui na serviços de urgência. O que é dizer que para amanhã não há preocupação sensacional? Pegando pelos dados de hoje estamos, não estamos a espera que há grandes constrangimentos. Por demora a média hoje está no hora e vinte para a primeira atendimento que consideramos ser um...",29,
13,1845.0,2133.0,30:45,35:33,288.0,4.8,69,2100.0,2130.0,35:00,35:30,30.0,30.0,0.10416666666666667,1.0,Greves/Trabalho,"Greves/Trabalho, Economia/Proteção Social",greve deixa país paralisado | tvi 20 25 | tvi greve deixa país paralisado | adesão de 70 nos ctt em cabo ruivo | erviço publico postal e de telecomunicaç | 20 25 | adesão de 70 nos ctt em cabo ruiv | piquete de greve,Other/Unknown,,,,"Um fracaso não foi. A decisão é subortude nos serviços públicos, como vemos. É por isso",30,
13,1845.0,2133.0,30:45,35:33,288.0,4.8,70,2130.0,2160.0,35:30,36:00,30.0,3.0,0.010416666666666666,0.1,Greves/Trabalho,"Greves/Trabalho, Economia/Proteção Social",greve deixa país paralisado | tvi 20 25 | tvi greve deixa país paralisado | adesão de 70 nos ctt em cabo ruivo | erviço publico postal e de telecomunicaç | 20 25 | adesão de 70 nos ctt em cabo ruiv | piquete de greve,Governo/Partidos,"Governo/Partidos, Greves/Trabalho",,,"que o governo não pode dizer que esta greve não existiu, claro que ela existiu. Mas foi ela um sucesso e seré diferente. Por que o sucesso esta greve não se mete diretamente pela a decisão. Mete subortude pelo sucesso ou não. No objeto final quer fazer o governo recorre. O que parece a que esta greve por si não teve a dimensão suficiente para forçar o governo recorre? E foi isso que o governo já pronunciou. Mas pode ter tido força suficiente para uma de duas coisas. Ou para que os sindicatos ganhem força para",30,
14,2133.0,2274.0,35:33,37:54,141.0,2.35,70,2130.0,2160.0,35:30,36:00,30.0,27.0,0.19148936170212766,0.9,Greves/Trabalho,"Governo/Partidos, Greves/Trabalho",greve geral em todo o país | guerra dos números fracasso ou vitória | 20 29 | tvi | guerra dos números fracasso ou vitória pedro santos guerreiro i tvi diretor executivo | pedro santos guerreiro i tvi diretor executivo | tvi 20 29 | tvi 20 30,Governo/Partidos,"Governo/Partidos, Greves/Trabalho",,,"que o governo não pode dizer que esta greve não existiu, claro que ela existiu. Mas foi ela um sucesso e seré diferente. Por que o sucesso esta greve não se mete diretamente pela a decisão. Mete subortude pelo sucesso ou não. No objeto final quer fazer o governo recorre. O que parece a que esta greve por si não teve a dimensão suficiente para forçar o governo recorre? E foi isso que o governo já pronunciou. Mas pode ter tido força suficiente para uma de duas coisas. Ou para que os sindicatos ganhem força para",30,
14,2133.0,2274.0,35:33,37:54,141.0,2.35,71,2160.0,2190.0,36:00,36:30,30.0,30.0,0.2127659574468085,1.0,Greves/Trabalho,"Governo/Partidos, Greves/Trabalho",greve geral em todo o país | guerra dos números fracasso ou vitória | 20 29 | tvi | guerra dos números fracasso ou vitória pedro santos guerreiro i tvi diretor executivo | pedro santos guerreiro i tvi diretor executivo | tvi 20 29 | tvi 20 30,Governo/Partidos,"Governo/Partidos, Greves/Trabalho",,CHEGA,"um crescendo de novas manifestações. E até graves nas próximas semanas, e isso é mal pro governo, só ver um crescendo de protesto, ou então, a segunda coisa que embora não forço o governo recorrer, forçou o chega a mudar de opinião. Onde a reventura hoje disse uma coisa muito diferente do que tinha dita-te aqui. E disse que há medidas que estão previsitas neste pacote que são inacetáveis. Ora, isto pronuncia que o chega vai anunciar ou pode anunciar que tal como está, o pacote laboral não será aprovado pelo que... E se chega",30,
